name,salary_from,salary_to,currency,area_name,published_at
Руководитель направления по визуальному мерчандайзингу и продвижению,,,,Москва,2022-12-15T14:24:35+0300
Бизнес аналитик 1С Документооборот,,,,Санкт-Петербург,2022-12-15T14:40:46+0300
"Product manager (IT, telecom)",,,,,2022-12-15T14:36:12+0300
Токарь (Тамбовская область),96000,,RUR,,2022-12-15T14:23:53+0300
Инженер по сопровождению (Команда ГПС),,,,,2022-12-15T14:00:19+0300
Архитектор (проектный офис отраслевых решений),250000,,RUR,,2022-12-15T14:52:15+0300
Go Developer,,,,Санкт-Петербург,2022-12-15T14:32:33+0300
Аналитик/маркетолог в отдел логистики,,,,Омск,2022-12-15T14:55:19+0300
Инженер сопровождения продукта (L3),,,,,2022-12-15T14:51:26+0300
"Токарь 4,5 разрядов",36377,41249,RUR,Березники,2022-12-15T14:16:52+0300
Системный аналитик (ЦК Кредитный конвейер),,,,Москва,2022-12-15T14:11:07+0300
Токарь (Тамбовская область),96000,,RUR,,2022-12-15T14:23:53+0300
Инженер по информационной безопасности,80000,,RUR,Краснодар,2022-12-15T14:10:11+0300
Ведущий инженер-программист,,,,,2022-12-15T14:21:07+0300
Слесарь-наладчик КИПиА,,,,село Павловская Слобода,2022-12-15T14:51:34+0300
Web-разработчик (PHP/MySQL/Bitrix),,,,,2022-12-15T14:58:59+0300
Механик-наставник,100000,135000,RUR,Москва,2022-12-15T14:26:35+0300
Слесарь-наладчик КИПиА,,,,село Павловская Слобода,2022-12-15T14:51:34+0300
Обмотчик элементов электромашин,35000,,RUR,Челябинск,2022-12-15T14:27:43+0300
CRM-менеджер,,,,Москва,2022-12-15T14:26:17+0300
Ведущий специалист отдела Корпоративный центр взаимодействия с системой «ГосСОПКА»,,,,Москва,2022-12-15T14:16:23+0300
Программист-разработчик,150000,,RUR,,2022-12-15T14:13:07+0300
Оператор станка с ЧПУ,45000,,RUR,,2022-12-15T14:16:50+0300
Сетевой инженер/Сетевой администратор,,,,,2022-12-15T14:47:02+0300
Токарь-фрезеровщик,120000,,RUR,,2022-12-15T14:19:21+0300
Инженер сопровождения продукта (L3),,,,,2022-12-15T14:51:41+0300
Ведущий инженер сопровождения почтовых систем,,,,,2022-12-15T14:16:08+0300
Удаленный оператор обработки информации и ввода данных,25000,70000,RUR,,2022-12-15T14:08:44+0300
Шлифовщик (Ярославская область),96000,,RUR,,2022-12-15T14:45:07+0300
Middle QA backend engineer,,,,,2022-12-15T14:38:01+0300
Технический специалист по кассовому оборудованию,70000,,RUR,,2022-12-15T14:08:43+0300
IT Support Engineer,,,,Казань,2022-12-15T14:03:00+0300
IOS-разработчик в Мобильные платежи,,,,Москва,2022-12-15T14:56:57+0300
Ведущий инженер-программист,52826,52826,RUR,Березники,2022-12-15T14:17:29+0300
Senior Java developer (Quarkus),,,,,2022-12-15T14:38:21+0300
Токарь,115000,125000,RUR,,2022-12-15T14:49:20+0300
Специалист сопровождения заказного программного обеспечения,,,,,2022-12-15T14:27:56+0300
Middle/Senior Java-разработчик,,,,,2022-12-15T14:08:03+0300
IBM System Administrator,,,,,2022-12-15T14:03:14+0300
Lead Ops,300000,450000,RUR,,2022-12-15T14:01:49+0300
1C разработчик,,,,,2022-12-15T14:15:23+0300
Токарь (Тамбовская область),96000,,RUR,,2022-12-15T14:23:53+0300
Программист 1C (удаленно),140000,,RUR,,2022-12-15T14:18:17+0300
"Principal Engineer, DFT Design",,,,,2022-12-15T14:25:40+0300
Шлифовщик (Ярославская область),96000,,RUR,,2022-12-15T14:45:07+0300
Токарь-фрезеровщик,120000,,RUR,,2022-12-15T14:19:21+0300
Инженер сервисного обслуживания погрузчиков,,,,Стерлитамак,2022-12-15T14:15:20+0300
Инженер сопровождения продукта (L3),,,,,2022-12-15T14:53:01+0300
Программист-разработчик (Bitrix),150000,180000,RUR,Москва,2022-12-15T14:25:57+0300
Инженер АСУТП на ветроэлектростанцию,,,,,2022-12-15T14:22:46+0300
Инженер по подбору оборудования со знанием китайского языка,,,,Москва,2022-12-15T14:10:45+0300
Ведущий инженер-программист,,,,,2022-12-15T14:21:07+0300
Инженер сопровождения продукта (L3),,,,,2022-12-15T14:52:09+0300
Заместитель начальника управления системного администрирования в Блоке Инфраструктуры ДИТ,,,,,2022-12-15T14:13:00+0300
Консультант поддержки SAP (1 линия),,26000,RUR,Пермь,2022-12-15T14:28:14+0300
Токарь-фрезеровщик,120000,,RUR,,2022-12-15T14:19:21+0300
Инженер Linux,,,,Краснодар,2022-12-15T14:43:22+0300
Ведущий инженер-программист,42617,,RUR,Уфа,2022-12-15T14:42:19+0300
Судовой механик,34600,34600,RUR,Петрозаводск,2022-12-15T14:11:35+0300
"Web-разработчик Битрикс (php, bitrix, веб разработчик)",150000,,RUR,,2022-12-15T14:42:35+0300
Токарь (Тамбовская область),96000,,RUR,,2022-12-15T14:23:53+0300
Слесарь-наладчик КИПиА,,,,село Павловская Слобода,2022-12-15T14:51:34+0300
Ведущий специалист по аналитике бизнес-процессов,,,,,2022-12-15T14:41:57+0300
Инженер по подбору оборудования со знанием китайского языка,,,,,2022-12-15T14:11:44+0300
Ведущий инженер АСУ,33000,,RUR,Чернушка,2022-12-15T14:08:53+0300
Инженер-программист С/С++ / разработчик системного ПО для узлов систем связи 2G/3G/4G/5G,,,,Санкт-Петербург,2022-12-15T14:34:28+0300
Ведущий инженер (системный администратор) в МТ Кванториум,25000,30000,RUR,Саратов,2022-12-15T14:52:43+0300
Senior PHP-developer,196000,297000,RUR,,2022-12-15T14:37:35+0300
Токарь (Тамбовская область),96000,,RUR,,2022-12-15T14:23:53+0300
Антифрод-офицер,,,,Санкт-Петербург,2022-12-15T14:36:59+0300
Фрезеровщик,93000,,RUR,,2022-12-15T14:59:10+0300
Токарь,50000,,RUR,Балахна,2022-12-15T14:16:47+0300
Главный администратор геоинформационных систем,,,,Санкт-Петербург,2022-12-15T14:19:35+0300
Главный специалист отдела методологии и автоматизации бухгалтерского учёта,,,,,2022-12-15T14:47:31+0300
Руководитель по развитию агентской сети,80000,100000,RUR,Екатеринбург,2022-12-15T14:57:14+0300
QA Automation Engineer (Java),,,,,2022-12-15T14:01:50+0300
Оператор станка с ЧПУ,45000,,RUR,,2022-12-15T14:16:53+0300
Шлифовщик,41100,,RUR,Санкт-Петербург,2022-12-15T14:10:10+0300
Сетевой администратор,,,,Москва,2022-12-15T14:25:26+0300
Системный аналитик (Платформа казначейства),,,,,2022-12-15T14:46:45+0300
"Web-разработчик Битрикс (php, bitrix, веб разработчик)",150000,,RUR,,2022-12-15T14:42:35+0300
Ведущий инженер-программист,,,,,2022-12-15T14:21:07+0300
Технический писатель / аналитик по информационной безопасности (IT-Компания),120000,,RUR,Москва,2022-12-15T14:07:44+0300
"Консультант 1С ERP (Финансовый контур, БИТ Финанс, УХ) (Аккредитованная IT-компания",200000,,RUR,Москва,2022-12-15T14:39:57+0300
Оператор-наладчик фрезерных станков с ПУ,103000,,RUR,,2022-12-15T14:40:52+0300
Инженер по оборудованию на фармацевтическое производство,60000,,RUR,Петергоф,2022-12-15T14:27:44+0300
Консультант SAP MM/SD,,,,,2022-12-15T14:28:05+0300
Токарь-фрезеровщик,120000,,RUR,,2022-12-15T14:19:21+0300
Инженер КИПиА,100000,,RUR,,2022-12-15T14:31:24+0300
Программист 1С,,,,Брянск,2022-12-15T14:33:41+0300
Механик транспортного участка (База Арлан),,,,Нефтекамск,2022-12-15T14:53:48+0300
Инженер КИПиА,100000,,RUR,,2022-12-15T14:31:32+0300
"Principal Engineer, DFT Design",,,,,2022-12-15T14:25:40+0300
Специалист технической поддержки (Дальний Восток),,,,,2022-12-15T14:37:49+0300
Маркетолог-аналитик,,,,Ижевск,2022-12-15T14:15:27+0300
Консультант SAP RCM,,,,,2022-12-15T14:28:16+0300
Программист 1С,,,,,2022-12-15T14:03:15+0300
Архитектор проектов по информационной безопасности (Интегратор),150000,250000,RUR,Москва,2022-12-15T14:07:48+0300
Начальник отдела вычислительной инфраструктуры,,,,Москва,2022-12-15T14:34:23+0300
Оператор станка с ЧПУ,33000,,RUR,Кострома,2022-12-15T14:14:46+0300
